domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
ICOS,-0.272217863395489,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,47084
ICOS,0.265446575996172,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,118773
ICOS,0.0269730294915977,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,127721
ICOS,0.107019488632788,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,96765
ICOS,-0.0590940230862367,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,207085
ICOS,0.08994680480642,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,118057
ICOS,0.516263217241195,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,111179
ICOS,-0.0659343174576145,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,55154
ICOS,-0.115838034992981,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,51717
ICOS,0.144570779564297,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,156732
ICOS,-0.293985619059232,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,153528
ICOS,0.117408405533682,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,172576
ICOS,-0.272217863395489,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,66483
ICOS,0.265446575996172,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,90930
ICOS,0.0269730294915977,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,131476
ICOS,0.107019488632788,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,80064
ICOS,-0.0590940230862367,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,189872
ICOS,0.08994680480642,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,142044
ICOS,0.516263217241195,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,149777
ICOS,-0.0659343174576145,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,87765
ICOS,-0.115838034992981,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,86331
ICOS,0.144570779564297,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,74534
ICOS,-0.293985619059232,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,171529
ICOS,0.117408405533682,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,86069
ICOS,-0.272217863395489,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,101167
ILT2,-0.162802327958775,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,3929
ILT2,-0.154773199577186,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,2707
ILT2,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,3594
ILT2,-0.0644656762297296,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,178
ILT2,-0.103809847391707,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,294
ILT2,-0.162802327958775,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,3978
ILT2,-0.154773199577186,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,2934
ILT2,-0.201198701788557,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,6
ILT2,-0.0644656762297296,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,1252
ILT2,-0.284186329873972,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,2
ILT2,-0.103809847391707,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,837
ILT2,-0.162802327958775,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,3547
ILT2,-0.154773199577186,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,5582
ILT2,-0.201198701788557,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,50
ILT2,-0.0644656762297296,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,1049
ILT2,-0.284186329873972,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,169
ILT2,-0.103809847391707,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,656
ILT2,-0.162802327958775,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,5283
ILT2,-0.154773199577186,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,4557
ILT2,-0.201198701788557,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,1870
ILT2,-0.0644656762297296,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,1070
ILT2,-0.284186329873972,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,2968
ILT2,-0.103809847391707,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,1579
ILT2,-0.202141644337047,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,1770
ILT2,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,2366
ILT2,-0.45451491855782,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,134
ILT2,-0.243164290062684,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,448
ILT2,-0.039553060694888,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,1419
ILT2,-0.202141644337047,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,1477
ILT2,-0.45451491855782,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,601
ILT2,-0.243164290062684,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,4747
ILT2,-0.0638918065737469,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,3034
ILT2,-0.039553060694888,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,3166
ILT2,-0.202141644337047,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,8676
ILT2,-0.45451491855782,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,1977
ILT2,-0.243164290062684,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,3825
ILT2,-0.0638918065737469,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,5619
ILT2,-0.039553060694888,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,4290
ILT2,-0.202141644337047,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,8220
ILT2,-0.45451491855782,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,5865
ILT2,-0.243164290062684,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,4534
ILT2,-0.0638918065737469,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,5463
ILT2,-0.039553060694888,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,2073
ILT2,-0.280619231059632,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,461
ILT2,-0.375216493073293,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,1735
ILT2,-0.0573036451179386,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,964
ILT2,-0.136507256399892,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,1028
ILT2,-0.0235888161752534,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,1263
ILT2,-0.273244305222703,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,3073
ILT2,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,1368
ILT2,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,2271
ILT2,0.123418218148856,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,2567
ILT2,-0.280619231059632,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,593
ILT2,-0.375216493073293,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,2650
ILT2,-0.0573036451179386,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,1102
ILT2,-0.136507256399892,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,1584
ILT2,-0.0235888161752534,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,881
ILT2,-0.273244305222703,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,2291
ILT2,0.123418218148856,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,866
ILT2,-0.280619231059632,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,1806
ILT2,-0.375216493073293,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,2799
ILT2,-0.0573036451179386,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,402
ILT2,-0.136507256399892,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,2036
ILT2,-0.0235888161752534,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,2223
ILT2,-0.273244305222703,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,7039
ILT2,0.123418218148856,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,1
ILT2,-0.280619231059632,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,3913
ILT2,-0.375216493073293,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,5355
ILT2,-0.0573036451179386,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,2187
ILT2,-0.136507256399892,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,2119
ILT2,-0.0235888161752534,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,1694
ILT2,-0.273244305222703,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,7724
ILT2,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,281
ILT2,0.123418218148856,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,1711
ILT2,-0.550421671449888,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,235
ILT2,-0.493111570395032,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,190
ILT2,-0.046568323303155,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,637
ILT2,-0.465441932453407,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,1
ILT2,-0.411108270724562,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,85
ILT2,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,19
ILT2,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,2777
ILT2,-0.0717358880360315,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,1074
ILT2,-0.0304362314111133,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,784
ILT2,-0.0866296856806246,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,977
ILT2,-0.550421671449888,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,741
ILT2,-0.493111570395032,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,1182
ILT2,-0.268949519715317,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,320
ILT2,-0.046568323303155,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,1468
ILT2,-0.465441932453407,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,792
ILT2,-0.411108270724562,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,2806
ILT2,-0.0717358880360315,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,965
ILT2,-0.231475044949175,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,1320
ILT2,-0.0304362314111133,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,1663
ILT2,-0.181823337652933,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,645
ILT2,-0.0866296856806246,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,804
ILT2,-0.550421671449888,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,1979
ILT2,-0.493111570395032,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,2681
ILT2,-0.268949519715317,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,1140
ILT2,-0.046568323303155,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,2045
ILT2,-0.465441932453407,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,2081
ILT2,-0.411108270724562,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,4527
ILT2,-0.0149988427494357,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,1319
ILT2,-0.0717358880360315,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,456
ILT2,-0.231475044949175,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,1727
ILT2,-0.0304362314111133,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,1453
ILT2,-0.181823337652933,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,1782
ILT2,-0.0866296856806246,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,809
ILT2,-0.550421671449888,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,8785
ILT2,-0.493111570395032,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,8345
ILT2,-0.268949519715317,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,4751
ILT2,-0.046568323303155,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,1861
ILT2,-0.465441932453407,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,8696
ILT2,-0.411108270724562,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,5603
ILT2,-0.0149988427494357,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,1637
ILT2,-0.0717358880360315,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,1418
ILT2,-0.231475044949175,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,5513
ILT2,-0.0304362314111133,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,2005
ILT2,-0.181823337652933,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,4584
ILT2,-0.0866296856806246,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,1461
ILT3,-0.190954342265685,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,5362
ILT3,-0.286247356391467,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,2876
ILT3,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,3673
ILT3,0.0321481854139158,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,667
ILT3,-0.175132628703874,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,339
ILT3,-0.190954342265685,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,3465
ILT3,-0.286247356391467,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,3613
ILT3,-0.18025755730659,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,434
ILT3,0.0321481854139158,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,868
ILT3,-0.309406116346772,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,2
ILT3,-0.175132628703874,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,898
ILT3,-0.190954342265685,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,4263
ILT3,-0.286247356391467,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,7288
ILT3,-0.18025755730659,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,478
ILT3,0.0321481854139158,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,2287
ILT3,-0.309406116346772,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,565
ILT3,-0.175132628703874,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,1815
ILT3,-0.190954342265685,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,6781
ILT3,-0.286247356391467,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,7386
ILT3,-0.18025755730659,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,2904
ILT3,0.0321481854139158,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,1118
ILT3,-0.309406116346772,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,3666
ILT3,-0.175132628703874,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,2020
ILT3,-0.304961915917187,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,2034
ILT3,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,2582
ILT3,-0.48019639044281,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,3
ILT3,-0.18918257783877,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,1077
ILT3,-0.168144161965335,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,1023
ILT3,-0.304961915917187,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,1625
ILT3,-0.48019639044281,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,783
ILT3,-0.18918257783877,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,3343
ILT3,-0.0563482913643325,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,2522
ILT3,-0.168144161965335,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,2674
ILT3,-0.304961915917187,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,8055
ILT3,-0.48019639044281,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,2328
ILT3,-0.18918257783877,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,4480
ILT3,-0.0563482913643325,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,5712
ILT3,-0.168144161965335,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,3707
ILT3,-0.304961915917187,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,13351
ILT3,-0.48019639044281,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,6102
ILT3,-0.18918257783877,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,4954
ILT3,-0.0563482913643325,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,4591
ILT3,-0.168144161965335,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,2880
ILT3,-0.315584578771947,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,1
ILT3,-0.430017130624257,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,1791
ILT3,0.013689850479682,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,1617
ILT3,-0.0153044198983929,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,2438
ILT3,-0.0090644774605172,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,1365
ILT3,-0.281070234409448,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,3969
ILT3,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,3300
ILT3,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,2690
ILT3,0.132065758800274,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,2549
ILT3,-0.315584578771947,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,1168
ILT3,-0.430017130624257,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,3226
ILT3,0.013689850479682,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,868
ILT3,-0.0153044198983929,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,1807
ILT3,-0.0090644774605172,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,1955
ILT3,-0.281070234409448,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,1793
ILT3,0.132065758800274,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,1915
ILT3,-0.315584578771947,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,2279
ILT3,-0.430017130624257,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,3653
ILT3,0.013689850479682,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,8
ILT3,-0.0153044198983929,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,1274
ILT3,-0.0090644774605172,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,2200
ILT3,-0.281070234409448,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,8080
ILT3,0.132065758800274,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,5
ILT3,-0.315584578771947,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,3633
ILT3,-0.430017130624257,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,6504
ILT3,0.013689850479682,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,2535
ILT3,-0.0153044198983929,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,2549
ILT3,-0.0090644774605172,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,2205
ILT3,-0.281070234409448,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,8743
ILT3,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,1319
ILT3,0.132065758800274,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,1768
ILT3,-0.331784745771052,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,1106
ILT3,-0.560017372920637,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,225
ILT3,-0.0321342353275204,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,1075
ILT3,-0.565005578680315,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,5
ILT3,-0.563559875702537,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,174
ILT3,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,93
ILT3,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,3249
ILT3,0.0657215588821725,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,1418
ILT3,0.101430804350265,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,1737
ILT3,-0.113979194868819,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,2908
ILT3,-0.331784745771052,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,1537
ILT3,-0.560017372920637,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,3230
ILT3,-0.187695020905107,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,1376
ILT3,-0.0321342353275204,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,1770
ILT3,-0.565005578680315,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,791
ILT3,-0.563559875702537,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,2546
ILT3,0.0657215588821725,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,1719
ILT3,-0.224448171044513,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,2027
ILT3,0.101430804350265,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,5708
ILT3,-0.342631793842316,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,276
ILT3,-0.113979194868819,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,2186
ILT3,-0.331784745771052,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,2419
ILT3,-0.560017372920637,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,6495
ILT3,-0.187695020905107,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,1230
