domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
CD300a,-0.661558363696527,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,51
CD300a,-0.498210206530264,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,3186
CD300a,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,1540
CD300a,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,13346
CD300a,0.0610033688823918,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,4845
CD300a,0.0211300140336325,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,6104
CD300a,0.20648376707213,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,21566
CD300a,-0.0100664204369912,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,3592
CD300a,-0.516531811668457,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,16508
CD300a,-0.0782393928185275,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,6587
CD300a,-0.0271835383594845,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,10548
CD300a,-0.661558363696527,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,11335
CD300a,-0.498210206530264,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,9082
CD300a,0.0610033688823918,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,5882
CD300a,-0.119858944035403,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,9567
CD300a,0.0211300140336325,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,7375
CD300a,-0.0602095454874763,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,8030
CD300a,0.20648376707213,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,9835
CD300a,-0.0100664204369912,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,9080
CD300a,-0.516531811668457,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,21014
CD300a,-0.0782393928185275,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,9142
CD300a,-0.0271835383594845,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,9101
CD300a,-0.661558363696527,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,13667
CD300a,-0.498210206530264,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,21907
CD300a,-0.0165578281788276,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,5608
CD300a,0.0610033688823918,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,2676
CD300a,-0.119858944035403,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,15743
CD300a,0.0211300140336325,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,6613
CD300a,-0.0602095454874763,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,12028
CD300a,0.20648376707213,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,8065
CD300a,-0.0100664204369912,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,10626
CD300a,-0.516531811668457,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,30232
CD300a,-0.0782393928185275,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,14757
CD300a,-0.0271835383594845,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,14531
CD300a,-0.661558363696527,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,34219
CD300a,-0.498210206530264,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,27426
CD300a,-0.0165578281788276,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,6575
CD300a,0.0610033688823918,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,3730
CD300a,-0.119858944035403,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,15808
CD300a,0.0211300140336325,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,10794
CD300a,-0.0602095454874763,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,17427
CD300a,0.20648376707213,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,10209
CD300f,-0.184152367740815,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,68183
CD300f,-0.24696944010524,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,57867
CD300f,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,88909
CD300f,0.211490955913876,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,22443
CD300f,0.0951458868625286,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,25164
CD300f,-0.184152367740815,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,94884
CD300f,-0.24696944010524,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,74135
CD300f,-0.0927415252281756,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,19608
CD300f,0.211490955913876,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,27854
CD300f,-0.128355370422582,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,26672
CD300f,0.0951458868625286,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,22986
CD300f,-0.184152367740815,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,109992
CD300f,-0.24696944010524,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,99964
CD300f,-0.0927415252281756,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,25526
CD300f,0.211490955913876,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,36696
CD300f,-0.128355370422582,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,18821
CD300f,0.0951458868625286,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,26896
CD300f,-0.184152367740815,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,81280
CD300f,-0.24696944010524,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,107574
CD300f,-0.0927415252281756,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,44804
CD300f,0.211490955913876,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,30617
CD300f,-0.128355370422582,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,48829
CD300f,0.0951458868625286,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,40777
CD300f,-0.240066302382638,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,52879
CD300f,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,75391
CD300f,-0.0415529594783326,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,39409
CD300f,-0.342003926765417,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,15536
CD300f,-0.0598099082675405,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,32680
CD300f,-0.240066302382638,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,33329
CD300f,-0.0415529594783326,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,29239
CD300f,-0.342003926765417,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,35923
CD300f,-0.0417438756145274,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,66284
CD300f,-0.0598099082675405,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,31426
CD300f,-0.240066302382638,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,138120
CD300f,-0.0415529594783326,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,57689
CD300f,-0.342003926765417,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,54574
CD300f,-0.0417438756145274,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,101397
CD300f,-0.0598099082675405,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,31903
CD300f,-0.240066302382638,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,197665
CD300f,-0.0415529594783326,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,99076
CD300f,-0.342003926765417,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,77711
CD300f,-0.0417438756145274,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,97534
CD300f,-0.0598099082675405,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,44884
CD300f,-0.297453014001249,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,23018
CD300f,-0.40508585347685,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,37252
CD300f,-0.112695868349067,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,32769
CD300f,0.0060622605304934,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,48448
CD300f,-0.230917240150055,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,19373
CD300f,-0.359906255511114,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,66001
CD300f,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,58655
CD300f,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,72166
CD300f,0.0585705732250481,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,34678
CD300f,-0.297453014001249,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,33085
CD300f,-0.40508585347685,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,54952
CD300f,-0.112695868349067,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,27779
CD300f,0.0060622605304934,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,47110
CD300f,-0.230917240150055,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,30658
CD300f,-0.359906255511114,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,58714
CD300f,0.0585705732250481,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,50510
CD300f,-0.297453014001249,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,53345
CD300f,-0.40508585347685,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,68575
CD300f,-0.112695868349067,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,14526
CD300f,0.0060622605304934,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,38570
CD300f,-0.230917240150055,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,62549
CD300f,-0.359906255511114,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,177519
CD300f,0.0585705732250481,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,130
CD300f,-0.297453014001249,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,88916
CD300f,-0.40508585347685,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,75014
CD300f,-0.112695868349067,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,63888
CD300f,0.0060622605304934,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,46847
CD300f,-0.230917240150055,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,47923
CD300f,-0.359906255511114,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,151016
CD300f,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,41026
CD300f,0.0585705732250481,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,41249
CD300f,-0.256662151130036,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,24596
CD300f,-0.200685488241168,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,10090
CD300f,0.0049699576399956,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,38395
CD300f,-0.274473461757155,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,25691
CD300f,-0.566899831434604,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,10772
CD300f,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,6068
CD300f,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,85889
CD300f,-0.009659551508961,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,29253
CD300f,-0.236509819304991,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,18739
CD300f,0.12859424663466,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,59177
CD300f,-0.256662151130036,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,28950
CD300f,-0.200685488241168,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,108510
CD300f,-0.144821971225749,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,28406
CD300f,0.0049699576399956,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,39471
CD300f,-0.274473461757155,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,28709
CD300f,-0.566899831434604,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,64210
CD300f,-0.009659551508961,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,33931
CD300f,-0.0201388400495049,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,83538
CD300f,-0.236509819304991,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,29695
CD300f,-0.0296597181002054,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,52745
CD300f,0.12859424663466,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,46406
CD300f,-0.256662151130036,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,56288
CD300f,-0.200685488241168,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,101861
CD300f,-0.144821971225749,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,32900
CD300f,0.0049699576399956,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,62757
CD300f,-0.274473461757155,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,57828
CD300f,-0.566899831434604,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,124084
CD300f,0.0354219604582116,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,40646
CD300f,-0.009659551508961,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,17049
CD300f,-0.0201388400495049,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,70806
CD300f,-0.236509819304991,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,41513
CD300f,-0.0296597181002054,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,78857
CD300f,0.12859424663466,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,36735
CD300f,-0.256662151130036,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,101507
CD300f,-0.200685488241168,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,99792
CD300f,-0.144821971225749,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,77024
CD300f,0.0049699576399956,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,68721
CD300f,-0.274473461757155,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,158704
CD300f,-0.566899831434604,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,120164
CD300f,0.0354219604582116,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,32643
CD300f,-0.009659551508961,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,27777
CD300f,-0.0201388400495049,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,86235
CD300f,-0.236509819304991,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,65316
CD300f,-0.0296597181002054,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,99371
CD300f,0.12859424663466,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,37188
CD40,0.11898362801873,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,128257
CD40,0.0491753140642342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,118922
CD40,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,121653
CD40,1.04046387683528,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,344251
CD40,0.649319497566768,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,366736
CD40,0.11898362801873,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,118789
CD40,0.0491753140642342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,79638
CD40,0.0637307363649878,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,70595
CD40,1.04046387683528,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,276353
CD40,-0.120494174408611,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,37742
CD40,0.649319497566768,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,327557
CD40,0.11898362801873,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,139772
CD40,0.0491753140642342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,88085
CD40,0.0637307363649878,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,68550
CD40,1.04046387683528,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,167966
CD40,-0.120494174408611,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,43913
CD40,0.649319497566768,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,248341
CD40,0.11898362801873,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,67826
CD40,0.0491753140642342,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,102462
CD40,0.0637307363649878,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,87878
CD40,1.04046387683528,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,117198
CD40,-0.120494174408611,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,73225
CD40,0.649319497566768,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,228130
CD40,0.133878411634503,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,125769
CD40,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,92046
CD40,0.129589824030046,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,50146
CD40,0.464550354840023,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,166297
CD40,0.15614373786891,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,210441
CD40,0.133878411634503,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,50765
CD40,0.129589824030046,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,42848
CD40,0.464550354840023,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,169030
CD40,-0.0925113168628412,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,56036
CD40,0.15614373786891,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,209660
CD40,0.133878411634503,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,132871
CD40,0.129589824030046,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,80723
CD40,0.464550354840023,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,146211
CD40,-0.0925113168628412,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,83264
CD40,0.15614373786891,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,199686
CD40,0.133878411634503,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,195309
CD40,0.129589824030046,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,83264
CD40,0.464550354840023,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,119489
CD40,-0.0925113168628412,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,103754
CD40,0.15614373786891,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,178013
CD40,0.245619692897919,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,161386
CD40,0.0391393803043951,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,95579
CD40,-0.0437556672694888,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,77226
CD40,0.424876156192558,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,362940
CD40,-0.121259916336702,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,33299
CD40,0.0721397209028759,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,101681
CD40,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,77540
CD40,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,94565
CD40,0.306119071876922,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,274325
CD40,0.245619692897919,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,80116
CD40,0.0391393803043951,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,88898
CD40,-0.0437556672694888,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,92566
CD40,0.424876156192558,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,260665
CD40,-0.121259916336702,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,48312
CD40,0.0721397209028759,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,96920
CD40,0.306119071876922,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,352876
CD40,0.245619692897919,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,100733
CD40,0.0391393803043951,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,84223
CD40,-0.0437556672694888,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,63061
CD40,0.424876156192558,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,163483
CD40,-0.121259916336702,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,63700
CD40,0.0721397209028759,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,170670
CD40,0.306119071876922,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,633
CD40,0.245619692897919,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,142795
CD40,0.0391393803043951,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,63891
CD40,-0.0437556672694888,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,121600
CD40,0.424876156192558,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,141673
CD40,-0.121259916336702,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,69547
CD40,0.0721397209028759,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,95781
CD40,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,64556
CD40,0.306119071876922,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,211093
CD40,-0.060158170256899,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,42856
CD40,0.107235787900441,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,28011
CD40,0.294274608336568,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,142599
CD40,-0.0147468991691741,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,40921
CD40,0.35023393383015,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,128675
CD40,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,45028
CD40,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,115660
CD40,0.0333439743897074,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,120275
CD40,0.2270194630125,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,210205
